A01	76000001	77000000	9850	A01	76000001	77000000	17733	A01	76000001	77000000	14463	A01	76000001	77000000	4001	A01	76000001	77000000	8833	A01	76000001	77000000	4476	A01	76000001	77000000	5410
A01	76800001	77800000	12258	A01	76800001	77800000	20667	A01	76800001	77800000	18067	A01	76800001	77800000	4593	A01	76800001	77800000	10056	A01	76800001	77800000	5154	A01	76800001	77800000	6106
A01	77600001	78600000	10423	A01	77600001	78600000	18747	A01	77600001	78600000	15699	A01	77600001	78600000	4338	A01	77600001	78600000	8708	A01	77600001	78600000	4486	A01	77600001	78600000	5658
A01	78400001	79400000	12062	A01	78400001	79400000	20990	A01	78400001	79400000	16970	A01	78400001	79400000	4267	A01	78400001	79400000	9267	A01	78400001	79400000	4671	A01	78400001	79400000	5874
A01	79200001	80200000	8993	A01	79200001	80200000	14924	A01	79200001	80200000	12239	A01	79200001	80200000	3652	A01	79200001	80200000	7210	A01	79200001	80200000	4096	A01	79200001	80200000	4380
A01	80000001	81000000	7504	A01	80000001	81000000	16161	A01	80000001	81000000	13059	A01	80000001	81000000	3133	A01	80000001	81000000	6888	A01	80000001	81000000	3604	A01	80000001	81000000	4455
A01	80800001	81800000	8354	A01	80800001	81800000	16063	A01	80800001	81800000	12571	A01	80800001	81800000	3582	A01	80800001	81800000	7132	A01	80800001	81800000	3942	A01	80800001	81800000	4619
A01	81600001	82600000	10857	A01	81600001	82600000	17423	A01	81600001	82600000	15281	A01	81600001	82600000	4364	A01	81600001	82600000	8352	A01	81600001	82600000	4848	A01	81600001	82600000	5270
A01	82400001	83400000	11691	A01	82400001	83400000	18363	A01	82400001	83400000	15629	A01	82400001	83400000	3997	A01	82400001	83400000	8297	A01	82400001	83400000	4417	A01	82400001	83400000	5135
A01	83200001	84200000	10725	A01	83200001	84200000	16900	A01	83200001	84200000	14154	A01	83200001	84200000	3721	A01	83200001	84200000	8114	A01	83200001	84200000	4207	A01	83200001	84200000	5202
A01	84000001	85000000	9544	A01	84000001	85000000	16594	A01	84000001	85000000	13448	A01	84000001	85000000	3624	A01	84000001	85000000	7943	A01	84000001	85000000	3926	A01	84000001	85000000	5159
A01	84800001	85800000	12478	A01	84800001	85800000	21728	A01	84800001	85800000	18301	A01	84800001	85800000	4315	A01	84800001	85800000	9443	A01	84800001	85800000	4880	A01	84800001	85800000	6051
A01	85600001	86600000	11736	A01	85600001	86600000	21807	A01	85600001	86600000	18139	A01	85600001	86600000	4307	A01	85600001	86600000	9928	A01	85600001	86600000	4887	A01	85600001	86600000	6092
A01	86400001	87400000	14684	A01	86400001	87400000	22916	A01	86400001	87400000	20559	A01	86400001	87400000	4952	A01	86400001	87400000	10520	A01	86400001	87400000	5219	A01	86400001	87400000	6725
A01	87200001	88200000	12232	A01	87200001	88200000	20663	A01	87200001	88200000	17950	A01	87200001	88200000	4280	A01	87200001	88200000	9682	A01	87200001	88200000	4362	A01	87200001	88200000	6151
A01	88000001	89000000	16018	A01	88000001	89000000	24191	A01	88000001	89000000	21513	A01	88000001	89000000	5094	A01	88000001	89000000	11151	A01	88000001	89000000	4938	A01	88000001	89000000	6900
A01	88800001	89800000	17246	A01	88800001	89800000	29423	A01	88800001	89800000	25937	A01	88800001	89800000	5384	A01	88800001	89800000	12618	A01	88800001	89800000	5578	A01	88800001	89800000	7938
A01	89600001	90600000	14247	A01	89600001	90600000	21979	A01	89600001	90600000	20169	A01	89600001	90600000	4438	A01	89600001	90600000	9602	A01	89600001	90600000	4686	A01	89600001	90600000	6141
A01	90400001	91400000	12092	A01	90400001	91400000	19052	A01	90400001	91400000	17657	A01	90400001	91400000	3941	A01	90400001	91400000	8204	A01	90400001	91400000	3818	A01	90400001	91400000	5414
A01	91200001	92200000	14613	A01	91200001	92200000	24922	A01	91200001	92200000	22710	A01	91200001	92200000	4560	A01	91200001	92200000	11249	A01	91200001	92200000	4808	A01	91200001	92200000	7263
A01	92000001	93000000	14199	A01	92000001	93000000	25657	A01	92000001	93000000	22714	A01	92000001	93000000	4654	A01	92000001	93000000	10955	A01	92000001	93000000	4458	A01	92000001	93000000	7094
A01	92800001	93800000	15609	A01	92800001	93800000	23887	A01	92800001	93800000	22327	A01	92800001	93800000	4736	A01	92800001	93800000	11166	A01	92800001	93800000	4588	A01	92800001	93800000	7040
A01	93600001	94600000	13293	A01	93600001	94600000	20746	A01	93600001	94600000	19129	A01	93600001	94600000	4261	A01	93600001	94600000	9147	A01	93600001	94600000	4356	A01	93600001	94600000	5985
A01	94400001	95400000	13279	A01	94400001	95400000	21025	A01	94400001	95400000	19573	A01	94400001	95400000	4520	A01	94400001	95400000	9090	A01	94400001	95400000	4511	A01	94400001	95400000	5864
A01	95200001	96200000	12381	A01	95200001	96200000	18941	A01	95200001	96200000	17956	A01	95200001	96200000	4139	A01	95200001	96200000	8127	A01	95200001	96200000	4187	A01	95200001	96200000	5526
A01	96000001	97000000	16062	A01	96000001	97000000	28638	A01	96000001	97000000	25632	A01	96000001	97000000	4663	A01	96000001	97000000	11530	A01	96000001	97000000	4851	A01	96000001	97000000	8003
A01	96800001	97800000	13607	A01	96800001	97800000	26539	A01	96800001	97800000	23941	A01	96800001	97800000	4848	A01	96800001	97800000	11515	A01	96800001	97800000	5159	A01	96800001	97800000	8569
