A01	1	1000000	2578
A01	800001	1800000	3826
A01	1600001	2600000	4378
A01	2400001	3400000	8714
A01	3200001	4200000	7334
A01	4000001	5000000	9677
A01	4800001	5800000	10594
A01	5600001	6600000	10503
A01	6400001	7400000	10624
A01	7200001	8200000	8812
A01	8000001	9000000	16208
A01	8800001	9800000	16507
A01	9600001	10600000	15434
A01	10400001	11400000	13244
A01	11200001	12200000	10584
A01	12000001	13000000	12010
A01	12800001	13800000	11269
A01	13600001	14600000	10697
A01	14400001	15400000	19504
A01	15200001	16200000	17782
A01	16000001	17000000	15625
A01	16800001	17800000	15522
A01	17600001	18600000	13364
A01	18400001	19400000	11546
A01	19200001	20200000	11697
A01	20000001	21000000	16142
A01	20800001	21800000	15067
A01	21600001	22600000	17631
A01	22400001	23400000	14478
A01	23200001	24200000	14665
A01	24000001	25000000	16316
A01	24800001	25800000	17605
A01	25600001	26600000	16278
A01	26400001	27400000	15464
A01	27200001	28200000	13455
A01	28000001	29000000	15588
A01	28800001	29800000	21195
A01	29600001	30600000	16193
A01	30400001	31400000	14966
A01	31200001	32200000	18729
A01	32000001	33000000	17056
A01	32800001	33800000	14246
A01	33600001	34600000	15593
A01	34400001	35400000	12627
A01	35200001	36200000	12974
A01	36000001	37000000	13913
A01	36800001	37800000	14522
A01	37600001	38600000	15479
A01	38400001	39400000	12965
A01	39200001	40200000	14872
A01	40000001	41000000	18196
A01	40800001	41800000	16394
A01	41600001	42600000	12384
A01	42400001	43400000	12352
A01	43200001	44200000	16250
A01	44000001	45000000	18253
A01	44800001	45800000	15420
A01	45600001	46600000	14872
A01	46400001	47400000	12692
A01	47200001	48200000	17610
A01	48000001	49000000	16561
A01	48800001	49800000	14926
A01	49600001	50600000	15434
A01	50400001	51400000	15766
A01	51200001	52200000	14019
A01	52000001	53000000	15031
A01	52800001	53800000	18593
A01	53600001	54600000	18278
A01	54400001	55400000	18774
A01	55200001	56200000	17093
A01	56000001	57000000	13621
A01	56800001	57800000	12655
A01	57600001	58600000	15632
A01	58400001	59400000	15787
A01	59200001	60200000	16783
A01	60000001	61000000	16352
A01	60800001	61800000	16778
A01	61600001	62600000	15501
A01	62400001	63400000	12698
A01	63200001	64200000	15672
A01	64000001	65000000	15795
A01	64800001	65800000	13005
A01	65600001	66600000	14174
A01	66400001	67400000	12027
A01	67200001	68200000	11323
A01	68000001	69000000	16266
A01	68800001	69800000	19323
A01	69600001	70600000	13051
A01	70400001	71400000	18635
A01	71200001	72200000	16489
A01	72000001	73000000	15859
A01	72800001	73800000	15568
A01	73600001	74600000	14039
A01	74400001	75400000	17276
A01	75200001	76200000	12776
A01	76000001	77000000	15965
A01	76800001	77800000	16102
A01	77600001	78600000	15643
A01	78400001	79400000	16938
A01	79200001	80200000	13875
A01	80000001	81000000	14326
A01	80800001	81800000	14375
A01	81600001	82600000	14147
A01	82400001	83400000	14725
A01	83200001	84200000	11961
A01	84000001	85000000	15006
A01	84800001	85800000	16939
A01	85600001	86600000	17504
A01	86400001	87400000	15754
A01	87200001	88200000	14860
A01	88000001	89000000	14614
A01	88800001	89800000	17940
A01	89600001	90600000	13065
A01	90400001	91400000	10940
A01	91200001	92200000	14080
A01	92000001	93000000	14220
A01	92800001	93800000	12992
A01	93600001	94600000	11837
A01	94400001	95400000	11440
A01	95200001	96200000	9812
A01	96000001	97000000	13339
A01	96800001	97800000	11909
A01	97600001	98600000	5812
A01	98400001	99400000	4152
A01	99200001	99884700	4090
A02	1	1000000	2856
A02	800001	1800000	2811
A02	1600001	2600000	8094
A02	2400001	3400000	6989
A02	3200001	4200000	6174
A02	4000001	5000000	12615
A02	4800001	5800000	13100
A02	5600001	6600000	12747
A02	6400001	7400000	10300
A02	7200001	8200000	11045
A02	8000001	9000000	13976
A02	8800001	9800000	16178
A02	9600001	10600000	15866
A02	10400001	11400000	12663
A02	11200001	12200000	13120
A02	12000001	13000000	18809
A02	12800001	13800000	16981
A02	13600001	14600000	16098
A02	14400001	15400000	14416
A02	15200001	16200000	14678
A02	16000001	17000000	16753
A02	16800001	17800000	16320
A02	17600001	18600000	16440
A02	18400001	19400000	14043
A02	19200001	20200000	18635
A02	20000001	21000000	15009
A02	20800001	21800000	17376
A02	21600001	22600000	16694
A02	22400001	23400000	13625
A02	23200001	24200000	18212
A02	24000001	25000000	14980
A02	24800001	25800000	17626
A02	25600001	26600000	15305
A02	26400001	27400000	14422
A02	27200001	28200000	14526
A02	28000001	29000000	12614
A02	28800001	29800000	17447
A02	29600001	30600000	15783
A02	30400001	31400000	16432
A02	31200001	32200000	17186
A02	32000001	33000000	16986
A02	32800001	33800000	14477
A02	33600001	34600000	15613
A02	34400001	35400000	14500
A02	35200001	36200000	13054
A02	36000001	37000000	16625
A02	36800001	37800000	17269
A02	37600001	38600000	18332
A02	38400001	39400000	16530
A02	39200001	40200000	15293
A02	40000001	41000000	13153
A02	40800001	41800000	12267
A02	41600001	42600000	16707
A02	42400001	43400000	18135
A02	43200001	44200000	16017
A02	44000001	45000000	15024
A02	44800001	45800000	16600
A02	45600001	46600000	15470
A02	46400001	47400000	15275
A02	47200001	48200000	15643
A02	48000001	49000000	15057
A02	48800001	49800000	15122
A02	49600001	50600000	18657
A02	50400001	51400000	16163
A02	51200001	52200000	16387
A02	52000001	53000000	13925
A02	52800001	53800000	17603
A02	53600001	54600000	15377
A02	54400001	55400000	16319
A02	55200001	56200000	13078
A02	56000001	57000000	14420
A02	56800001	57800000	15208
A02	57600001	58600000	17346
A02	58400001	59400000	14845
A02	59200001	60200000	18924
A02	60000001	61000000	13442
A02	60800001	61800000	13892
A02	61600001	62600000	14610
A02	62400001	63400000	16618
A02	63200001	64200000	14123
A02	64000001	65000000	13160
A02	64800001	65800000	13953
A02	65600001	66600000	15661
A02	66400001	67400000	15786
A02	67200001	68200000	14167
A02	68000001	69000000	14272
A02	68800001	69800000	19559
A02	69600001	70600000	13162
A02	70400001	71400000	16221
A02	71200001	72200000	18373
A02	72000001	73000000	20759
A02	72800001	73800000	16533
A02	73600001	74600000	16402
A02	74400001	75400000	14506
A02	75200001	76200000	13095
A02	76000001	77000000	16501
A02	76800001	77800000	18002
A02	77600001	78600000	13282
A02	78400001	79400000	9392
A02	79200001	80200000	9632
A02	80000001	81000000	9829
A02	80800001	81800000	8744
A02	81600001	82600000	5984
A02	82400001	83400000	1381
A02	83200001	83447906	307
A03	1	1000000	9041
A03	800001	1800000	6050
A03	1600001	2600000	4663
A03	2400001	3400000	4708
A03	3200001	4200000	7380
A03	4000001	5000000	9287
A03	4800001	5800000	13811
A03	5600001	6600000	12014
A03	6400001	7400000	9884
A03	7200001	8200000	13038
A03	8000001	9000000	14156
A03	8800001	9800000	15207
A03	9600001	10600000	12690
A03	10400001	11400000	14908
A03	11200001	12200000	13769
A03	12000001	13000000	14344
A03	12800001	13800000	17728
A03	13600001	14600000	15212
A03	14400001	15400000	16190
A03	15200001	16200000	17319
A03	16000001	17000000	13895
A03	16800001	17800000	14810
A03	17600001	18600000	18061
A03	18400001	19400000	17030
A03	19200001	20200000	14316
A03	20000001	21000000	17591
A03	20800001	21800000	15716
A03	21600001	22600000	11627
A03	22400001	23400000	16387
A03	23200001	24200000	14304
A03	24000001	25000000	15854
A03	24800001	25800000	14617
A03	25600001	26600000	13103
A03	26400001	27400000	12372
A03	27200001	28200000	15489
A03	28000001	29000000	12933
A03	28800001	29800000	14393
A03	29600001	30600000	13498
A03	30400001	31400000	14052
A03	31200001	32200000	12868
A03	32000001	33000000	15790
A03	32800001	33800000	18611
A03	33600001	34600000	12115
A03	34400001	35400000	15527
A03	35200001	36200000	7295
A03	36000001	37000000	12364
A03	36800001	37800000	11809
A03	37600001	38600000	13514
A03	38400001	39400000	15799
A03	39200001	40200000	16936
A03	40000001	41000000	14477
A03	40800001	41800000	11727
A03	41600001	42600000	14259
A03	42400001	43400000	11506
A03	43200001	44200000	15478
A03	44000001	45000000	17443
A03	44800001	45800000	18317
A03	45600001	46600000	14896
A03	46400001	47400000	11942
A03	47200001	48200000	13753
A03	48000001	49000000	17708
A03	48800001	49800000	15489
A03	49600001	50600000	10621
A03	50400001	51400000	10766
A03	51200001	52200000	12774
A03	52000001	53000000	13154
A03	52800001	53800000	12663
A03	53600001	54600000	12645
A03	54400001	55400000	11847
A03	55200001	56200000	13929
A03	56000001	57000000	13794
A03	56800001	57800000	13000
A03	57600001	58600000	14635
A03	58400001	59400000	18139
A03	59200001	60200000	16260
A03	60000001	61000000	13838
A03	60800001	61800000	14317
A03	61600001	62600000	13883
A03	62400001	63400000	15998
A03	63200001	64200000	16153
A03	64000001	65000000	18549
A03	64800001	65800000	18083
A03	65600001	66600000	20802
A03	66400001	67400000	15695
A03	67200001	68200000	16871
A03	68000001	69000000	16138
A03	68800001	69800000	14848
A03	69600001	70600000	13271
A03	70400001	71400000	15092
A03	71200001	72200000	15472
A03	72000001	73000000	16939
A03	72800001	73800000	13400
A03	73600001	74600000	16363
A03	74400001	75400000	13205
A03	75200001	76200000	14526
A03	76000001	77000000	15996
A03	76800001	77800000	17763
A03	77600001	78600000	17133
A03	78400001	79400000	17002
A03	79200001	80200000	18396
A03	80000001	81000000	11643
A03	80800001	81800000	12883
A03	81600001	82600000	17654
A03	82400001	83400000	17001
A03	83200001	84200000	13677
A03	84000001	85000000	14648
A03	84800001	85800000	14259
A03	85600001	86600000	14434
A03	86400001	87400000	13148
A03	87200001	88200000	18459
A03	88000001	89000000	14492
A03	88800001	89800000	15130
A03	89600001	90600000	16954
A03	90400001	91400000	11919
A03	91200001	92200000	14039
A03	92000001	93000000	13890
A03	92800001	93800000	13891
A03	93600001	94600000	11126
A03	94400001	95400000	9750
A03	95200001	96200000	9212
A03	96000001	97000000	12524
A03	96800001	97800000	4120
A03	97600001	98600000	5744
A03	98400001	99400000	3854
A03	99200001	100200000	2634
A03	100000001	100263045	1054
A04	1	1000000	9121
A04	800001	1800000	6818
A04	1600001	2600000	9193
A04	2400001	3400000	11547
A04	3200001	4200000	8955
A04	4000001	5000000	8040
A04	4800001	5800000	14526
A04	5600001	6600000	13080
A04	6400001	7400000	12007
A04	7200001	8200000	14889
A04	8000001	9000000	15800
A04	8800001	9800000	15458
A04	9600001	10600000	16985
A04	10400001	11400000	13496
A04	11200001	12200000	13376
A04	12000001	13000000	15025
A04	12800001	13800000	14102
A04	13600001	14600000	15132
A04	14400001	15400000	18893
A04	15200001	16200000	16675
A04	16000001	17000000	17057
A04	16800001	17800000	15065
A04	17600001	18600000	14710
A04	18400001	19400000	15148
A04	19200001	20200000	14133
A04	20000001	21000000	15903
A04	20800001	21800000	12983
A04	21600001	22600000	15283
A04	22400001	23400000	11239
A04	23200001	24200000	15000
A04	24000001	25000000	14524
A04	24800001	25800000	14575
A04	25600001	26600000	15707
A04	26400001	27400000	15430
A04	27200001	28200000	17926
A04	28000001	29000000	13262
A04	28800001	29800000	12617
A04	29600001	30600000	15698
A04	30400001	31400000	15580
A04	31200001	32200000	15105
A04	32000001	33000000	14659
A04	32800001	33800000	10743
A04	33600001	34600000	12312
A04	34400001	35400000	15797
A04	35200001	36200000	16972
A04	36000001	37000000	14768
A04	36800001	37800000	16571
A04	37600001	38600000	15356
A04	38400001	39400000	17123
A04	39200001	40200000	15303
A04	40000001	41000000	17981
A04	40800001	41800000	14106
A04	41600001	42600000	12247
A04	42400001	43400000	12270
A04	43200001	44200000	14846
A04	44000001	45000000	17088
A04	44800001	45800000	14728
A04	45600001	46600000	17013
A04	46400001	47400000	14470
A04	47200001	48200000	18412
A04	48000001	49000000	16603
A04	48800001	49800000	15792
A04	49600001	50600000	14519
A04	50400001	51400000	18003
A04	51200001	52200000	16837
A04	52000001	53000000	14158
A04	52800001	53800000	14262
A04	53600001	54600000	11370
A04	54400001	55400000	15056
A04	55200001	56200000	12160
A04	56000001	57000000	15003
A04	56800001	57800000	13248
A04	57600001	58600000	15251
A04	58400001	59400000	10635
A04	59200001	60200000	10425
A04	60000001	61000000	6463
A04	60800001	61800000	7634
A04	61600001	62600000	3981
A04	62400001	62913772	905
A05	1	1000000	4725
A05	800001	1800000	2749
A05	1600001	2600000	3163
A05	2400001	3400000	3022
A05	3200001	4200000	2155
A05	4000001	5000000	3222
A05	4800001	5800000	2020
A05	5600001	6600000	2443
A05	6400001	7400000	3544
A05	7200001	8200000	2774
A05	8000001	9000000	2040
A05	8800001	9800000	2738
A05	9600001	10600000	3580
A05	10400001	11400000	2920
A05	11200001	12200000	2761
A05	12000001	13000000	4107
A05	12800001	13800000	5626
A05	13600001	14600000	4676
A05	14400001	15400000	3830
A05	15200001	16200000	4771
A05	16000001	17000000	6096
A05	16800001	17800000	4811
A05	17600001	18600000	6663
A05	18400001	19400000	3603
A05	19200001	20200000	4952
A05	20000001	21000000	8282
A05	20800001	21800000	7417
A05	21600001	22600000	9250
A05	22400001	23400000	12998
A05	23200001	24200000	8432
A05	24000001	25000000	7891
A05	24800001	25800000	10460
A05	25600001	26600000	12958
A05	26400001	27400000	8843
A05	27200001	28200000	10101
A05	28000001	29000000	13795
A05	28800001	29800000	13043
A05	29600001	30600000	13306
A05	30400001	31400000	17505
A05	31200001	32200000	16362
A05	32000001	33000000	14483
