A01	1	1000000	0	3
A01	800001	1800000	0	4
A01	1600001	2600000	0	3
A01	2400001	3400000	0	1
A01	3200001	4200000	0	1
A01	4000001	5000000	0	2
A01	4800001	5800000	0	2
A01	5600001	6600000	0	0
A01	6400001	7400000	0	0
A01	7200001	8200000	0	1
A01	8000001	9000000	0	0
A01	8800001	9800000	0	0
A01	9600001	10600000	0	0
A01	10400001	11400000	0	0
A01	11200001	12200000	0	1
A01	12000001	13000000	0	0
A01	12800001	13800000	0	1
A01	13600001	14600000	0	1
A01	14400001	15400000	0	0
A01	15200001	16200000	0	0
A01	16000001	17000000	0	0
A01	16800001	17800000	0	0
A01	17600001	18600000	0	0
A01	18400001	19400000	1	0
A01	19200001	20200000	0	0
A01	20000001	21000000	0	1
A01	20800001	21800000	0	0
A01	21600001	22600000	0	0
A01	22400001	23400000	0	0
A01	23200001	24200000	0	0
A01	24000001	25000000	0	1
A01	24800001	25800000	0	0
A01	25600001	26600000	0	0
A01	26400001	27400000	0	0
A01	27200001	28200000	0	0
A01	28000001	29000000	0	0
A01	28800001	29800000	0	0
A01	29600001	30600000	0	0
A01	30400001	31400000	0	0
A01	31200001	32200000	0	0
A01	32000001	33000000	0	1
A01	32800001	33800000	0	3
A01	33600001	34600000	0	8
A01	34400001	35400000	0	0
A01	35200001	36200000	0	0
A01	36000001	37000000	0	0
A01	36800001	37800000	0	0
A01	37600001	38600000	0	0
A01	38400001	39400000	0	0
A01	39200001	40200000	0	1
A01	40000001	41000000	0	1
A01	40800001	41800000	0	0
A01	41600001	42600000	0	0
A01	42400001	43400000	0	0
A01	43200001	44200000	0	0
A01	44000001	45000000	0	0
A01	44800001	45800000	0	0
A01	45600001	46600000	0	0
A01	46400001	47400000	0	0
A01	47200001	48200000	0	0
A01	48000001	49000000	0	0
A01	48800001	49800000	0	0
A01	49600001	50600000	0	1
A01	50400001	51400000	0	0
A01	51200001	52200000	0	3
A01	52000001	53000000	0	3
A01	52800001	53800000	0	0
A01	53600001	54600000	0	0
A01	54400001	55400000	0	0
A01	55200001	56200000	0	1
A01	56000001	57000000	0	1
A01	56800001	57800000	0	0
A01	57600001	58600000	0	0
A01	58400001	59400000	0	0
A01	59200001	60200000	0	0
A01	60000001	61000000	0	0
A01	60800001	61800000	0	0
A01	61600001	62600000	0	0
A01	62400001	63400000	0	0
A01	63200001	64200000	0	0
A01	64000001	65000000	0	0
A01	64800001	65800000	0	0
A01	65600001	66600000	0	0
A01	66400001	67400000	0	0
A01	67200001	68200000	1	0
A01	68000001	69000000	0	0
A01	68800001	69800000	0	0
A01	69600001	70600000	0	0
A01	70400001	71400000	0	1
A01	71200001	72200000	0	0
A01	72000001	73000000	0	0
A01	72800001	73800000	0	0
A01	73600001	74600000	0	0
A01	74400001	75400000	0	1
A01	75200001	76200000	0	0
A01	76000001	77000000	0	0
A01	76800001	77800000	0	0
A01	77600001	78600000	0	0
A01	78400001	79400000	0	0
A01	79200001	80200000	0	0
A01	80000001	81000000	0	0
A01	80800001	81800000	0	0
A01	81600001	82600000	0	0
A01	82400001	83400000	0	0
A01	83200001	84200000	0	0
A01	84000001	85000000	0	0
A01	84800001	85800000	0	0
A01	85600001	86600000	0	0
A01	86400001	87400000	0	0
A01	87200001	88200000	0	0
A01	88000001	89000000	0	1
A01	88800001	89800000	0	0
A01	89600001	90600000	0	0
A01	90400001	91400000	0	0
A01	91200001	92200000	0	0
A01	92000001	93000000	0	0
A01	92800001	93800000	0	0
A01	93600001	94600000	0	0
A01	94400001	95400000	0	0
A01	95200001	96200000	0	0
