A01	1	1000000	204	335
A01	800001	1800000	332	321
A01	1600001	2600000	303	336
A01	2400001	3400000	855	342
A01	3200001	4200000	692	333
A01	4000001	5000000	959	402
A01	4800001	5800000	1122	456
A01	5600001	6600000	1090	395
A01	6400001	7400000	1012	470
A01	7200001	8200000	916	487
A01	8000001	9000000	1829	663
A01	8800001	9800000	1902	655
A01	9600001	10600000	1743	649
A01	10400001	11400000	1507	638
A01	11200001	12200000	1161	506
A01	12000001	13000000	1350	629
A01	12800001	13800000	1207	529
A01	13600001	14600000	1188	511
A01	14400001	15400000	2111	954
A01	15200001	16200000	2088	743
A01	16000001	17000000	1795	770
A01	16800001	17800000	1705	719
A01	17600001	18600000	1480	576
A01	18400001	19400000	1328	614
A01	19200001	20200000	1280	570
A01	20000001	21000000	1791	783
A01	20800001	21800000	1627	722
A01	21600001	22600000	2003	719
A01	22400001	23400000	1598	665
A01	23200001	24200000	1667	844
A01	24000001	25000000	1834	856
A01	24800001	25800000	1938	876
A01	25600001	26600000	1823	883
A01	26400001	27400000	1781	908
A01	27200001	28200000	1559	785
A01	28000001	29000000	1613	850
A01	28800001	29800000	2235	1062
A01	29600001	30600000	1752	862
A01	30400001	31400000	1594	934
A01	31200001	32200000	2104	988
A01	32000001	33000000	1878	729
A01	32800001	33800000	1652	754
A01	33600001	34600000	1799	908
A01	34400001	35400000	1324	654
A01	35200001	36200000	1286	693
A01	36000001	37000000	1404	804
A01	36800001	37800000	1534	847
A01	37600001	38600000	1715	970
A01	38400001	39400000	1484	755
A01	39200001	40200000	1620	852
A01	40000001	41000000	1849	1048
A01	40800001	41800000	1733	961
A01	41600001	42600000	1440	767
A01	42400001	43400000	1199	643
A01	43200001	44200000	1624	792
A01	44000001	45000000	1747	964
A01	44800001	45800000	1728	853
A01	45600001	46600000	1619	963
A01	46400001	47400000	1349	718
A01	47200001	48200000	1730	974
A01	48000001	49000000	1691	893
A01	48800001	49800000	1429	788
A01	49600001	50600000	1706	779
A01	50400001	51400000	1632	864
A01	51200001	52200000	1387	799
A01	52000001	53000000	1430	769
A01	52800001	53800000	1893	1007
A01	53600001	54600000	1965	1092
A01	54400001	55400000	1948	1070
A01	55200001	56200000	1691	982
A01	56000001	57000000	1500	830
A01	56800001	57800000	1291	708
A01	57600001	58600000	1649	885
A01	58400001	59400000	1639	915
A01	59200001	60200000	1721	983
A01	60000001	61000000	1727	938
A01	60800001	61800000	1726	1007
A01	61600001	62600000	1727	832
A01	62400001	63400000	1340	713
A01	63200001	64200000	1528	923
A01	64000001	65000000	1768	975
A01	64800001	65800000	1290	664
A01	65600001	66600000	1413	838
A01	66400001	67400000	1192	779
A01	67200001	68200000	1184	708
A01	68000001	69000000	1671	769
A01	68800001	69800000	1996	1059
A01	69600001	70600000	1366	793
A01	70400001	71400000	1790	1033
A01	71200001	72200000	1718	882
A01	72000001	73000000	1630	881
A01	72800001	73800000	1586	965
A01	73600001	74600000	1385	841
A01	74400001	75400000	1892	876
A01	75200001	76200000	1369	747
A01	76000001	77000000	1669	982
A01	76800001	77800000	1918	1001
A01	77600001	78600000	1588	911
A01	78400001	79400000	1879	1010
A01	79200001	80200000	1474	958
A01	80000001	81000000	1539	763
A01	80800001	81800000	1475	766
A01	81600001	82600000	1590	880
A01	82400001	83400000	1674	857
A01	83200001	84200000	1405	775
A01	84000001	85000000	1588	861
A01	84800001	85800000	1917	908
A01	85600001	86600000	1936	960
A01	86400001	87400000	1735	738
A01	87200001	88200000	1622	743
A01	88000001	89000000	1715	719
A01	88800001	89800000	2051	761
A01	89600001	90600000	1403	661
A01	90400001	91400000	1251	557
A01	91200001	92200000	1563	637
A01	92000001	93000000	1699	623
A01	92800001	93800000	1375	593
A01	93600001	94600000	1277	554
A01	94400001	95400000	1258	568
A01	95200001	96200000	1080	488
A01	96000001	97000000	1483	486
A01	96800001	97800000	1161	444
A01	97600001	98600000	560	338
A01	98400001	99400000	291	338
A01	99200001	99884700	284	296
A02	1	1000000	266	422
A02	800001	1800000	291	283
A02	1600001	2600000	872	373
A02	2400001	3400000	726	440
A02	3200001	4200000	590	358
A02	4000001	5000000	1211	463
A02	4800001	5800000	1234	416
A02	5600001	6600000	1340	441
A02	6400001	7400000	1093	389
A02	7200001	8200000	1129	574
A02	8000001	9000000	1448	689
A02	8800001	9800000	1742	651
A02	9600001	10600000	1735	664
A02	10400001	11400000	1393	572
A02	11200001	12200000	1407	664
A02	12000001	13000000	2152	698
A02	12800001	13800000	1926	836
A02	13600001	14600000	1871	790
A02	14400001	15400000	1682	692
A02	15200001	16200000	1692	863
A02	16000001	17000000	1934	928
A02	16800001	17800000	1830	916
A02	17600001	18600000	1905	893
A02	18400001	19400000	1689	734
A02	19200001	20200000	2161	1026
A02	20000001	21000000	1708	851
A02	20800001	21800000	1862	1066
A02	21600001	22600000	1730	1025
A02	22400001	23400000	1399	746
A02	23200001	24200000	1810	1077
A02	24000001	25000000	1637	930
A02	24800001	25800000	1791	1004
A02	25600001	26600000	1689	921
A02	26400001	27400000	1506	889
A02	27200001	28200000	1561	807
A02	28000001	29000000	1318	782
A02	28800001	29800000	1751	1091
A02	29600001	30600000	1609	915
A02	30400001	31400000	1671	883
A02	31200001	32200000	1704	865
A02	32000001	33000000	1780	954
A02	32800001	33800000	1505	830
A02	33600001	34600000	1605	966
A02	34400001	35400000	1603	873
A02	35200001	36200000	1411	776
A02	36000001	37000000	1767	948
A02	36800001	37800000	1838	943
A02	37600001	38600000	1898	1061
A02	38400001	39400000	1850	880
A02	39200001	40200000	1637	778
A02	40000001	41000000	1339	757
A02	40800001	41800000	1439	685
A02	41600001	42600000	1815	761
A02	42400001	43400000	2030	875
A02	43200001	44200000	1829	791
A02	44000001	45000000	1695	649
A02	44800001	45800000	1842	950
A02	45600001	46600000	1699	912
A02	46400001	47400000	1565	896
A02	47200001	48200000	1544	862
A02	48000001	49000000	1536	810
A02	48800001	49800000	1564	745
A02	49600001	50600000	1884	1033
A02	50400001	51400000	1633	938
A02	51200001	52200000	1844	1077
A02	52000001	53000000	1501	911
A02	52800001	53800000	1786	1037
A02	53600001	54600000	1524	917
A02	54400001	55400000	1708	957
A02	55200001	56200000	1627	840
A02	56000001	57000000	1653	798
A02	56800001	57800000	1556	845
A02	57600001	58600000	1809	1061
A02	58400001	59400000	1446	828
A02	59200001	60200000	1830	1020
A02	60000001	61000000	1404	693
A02	60800001	61800000	1608	695
A02	61600001	62600000	1745	784
A02	62400001	63400000	1712	965
A02	63200001	64200000	1438	807
A02	64000001	65000000	1373	730
A02	64800001	65800000	1564	824
A02	65600001	66600000	1743	789
A02	66400001	67400000	1853	860
A02	67200001	68200000	1486	765
A02	68000001	69000000	1490	814
A02	68800001	69800000	2028	1042
A02	69600001	70600000	1365	743
A02	70400001	71400000	1722	885
A02	71200001	72200000	1926	954
A02	72000001	73000000	2194	1062
A02	72800001	73800000	1752	865
A02	73600001	74600000	1811	809
A02	74400001	75400000	1575	619
A02	75200001	76200000	1422	599
A02	76000001	77000000	1831	789
A02	76800001	77800000	1965	1074
A02	77600001	78600000	1503	660
A02	78400001	79400000	961	416
A02	79200001	80200000	1041	433
A02	80000001	81000000	923	400
A02	80800001	81800000	906	397
A02	81600001	82600000	504	365
A02	82400001	83400000	86	406
A02	83200001	83447906	8	95
A03	1	1000000	806	385
A03	800001	1800000	596	371
A03	1600001	2600000	429	312
A03	2400001	3400000	507	358
A03	3200001	4200000	713	408
A03	4000001	5000000	876	484
A03	4800001	5800000	1555	606
A03	5600001	6600000	1254	524
A03	6400001	7400000	1100	413
A03	7200001	8200000	1336	629
A03	8000001	9000000	1568	765
A03	8800001	9800000	1778	748
A03	9600001	10600000	1433	591
A03	10400001	11400000	1652	806
A03	11200001	12200000	1490	784
A03	12000001	13000000	1533	772
A03	12800001	13800000	1944	970
A03	13600001	14600000	1813	805
A03	14400001	15400000	1943	793
A03	15200001	16200000	1958	926
A03	16000001	17000000	1535	754
A03	16800001	17800000	1648	596
A03	17600001	18600000	2173	815
A03	18400001	19400000	1895	884
A03	19200001	20200000	1404	633
A03	20000001	21000000	1759	834
A03	20800001	21800000	1725	780
A03	21600001	22600000	1221	767
A03	22400001	23400000	1600	961
A03	23200001	24200000	1463	787
A03	24000001	25000000	1777	848
A03	24800001	25800000	1420	866
A03	25600001	26600000	1385	755
A03	26400001	27400000	1285	788
A03	27200001	28200000	1690	1018
A03	28000001	29000000	1316	689
A03	28800001	29800000	1511	771
A03	29600001	30600000	1475	830
A03	30400001	31400000	1599	819
A03	31200001	32200000	1348	711
A03	32000001	33000000	1710	841
A03	32800001	33800000	2067	1079
A03	33600001	34600000	1285	852
A03	34400001	35400000	1545	820
A03	35200001	36200000	776	466
A03	36000001	37000000	1287	814
A03	36800001	37800000	1305	645
A03	37600001	38600000	1352	724
A03	38400001	39400000	1699	905
A03	39200001	40200000	1764	987
A03	40000001	41000000	1603	753
A03	40800001	41800000	1283	673
A03	41600001	42600000	1469	858
A03	42400001	43400000	1217	764
A03	43200001	44200000	1650	840
A03	44000001	45000000	1798	1028
A03	44800001	45800000	1820	1081
A03	45600001	46600000	1576	926
A03	46400001	47400000	1250	703
A03	47200001	48200000	1394	838
A03	48000001	49000000	1804	1068
A03	48800001	49800000	1552	887
A03	49600001	50600000	1057	668
A03	50400001	51400000	1041	600
A03	51200001	52200000	1255	714
A03	52000001	53000000	1218	649
A03	52800001	53800000	1143	708
A03	53600001	54600000	1218	731
A03	54400001	55400000	1266	590
A03	55200001	56200000	1492	772
A03	56000001	57000000	1410	780
A03	56800001	57800000	1482	774
A03	57600001	58600000	1645	812
A03	58400001	59400000	1968	1081
A03	59200001	60200000	1846	953
A03	60000001	61000000	1629	879
A03	60800001	61800000	1615	919
A03	61600001	62600000	1525	609
A03	62400001	63400000	1757	897
A03	63200001	64200000	1760	872
A03	64000001	65000000	1919	1002
A03	64800001	65800000	1916	946
A03	65600001	66600000	2041	1033
A03	66400001	67400000	1693	919
A03	67200001	68200000	1652	1045
A03	68000001	69000000	1652	966
A03	68800001	69800000	1471	833
A03	69600001	70600000	1272	851
A03	70400001	71400000	1459	876
A03	71200001	72200000	1535	874
A03	72000001	73000000	1802	835
A03	72800001	73800000	1443	667
A03	73600001	74600000	1774	876
A03	74400001	75400000	1459	809
A03	75200001	76200000	1680	716
A03	76000001	77000000	1673	671
A03	76800001	77800000	1726	914
A03	77600001	78600000	1732	976
A03	78400001	79400000	1906	1092
A03	79200001	80200000	1868	1046
A03	80000001	81000000	1344	640
A03	80800001	81800000	1538	626
A03	81600001	82600000	2000	824
A03	82400001	83400000	1917	956
A03	83200001	84200000	1535	790
A03	84000001	85000000	1494	703
A03	84800001	85800000	1431	712
A03	85600001	86600000	1498	694
A03	86400001	87400000	1376	631
A03	87200001	88200000	1918	990
A03	88000001	89000000	1585	707
A03	88800001	89800000	1633	698
A03	89600001	90600000	1872	822
A03	90400001	91400000	1280	614
A03	91200001	92200000	1415	721
A03	92000001	93000000	1439	637
A03	92800001	93800000	1453	633
A03	93600001	94600000	1034	569
A03	94400001	95400000	930	427
A03	95200001	96200000	878	429
A03	96000001	97000000	1146	527
A03	96800001	97800000	346	319
A03	97600001	98600000	476	349
A03	98400001	99400000	305	345
A03	99200001	100200000	231	326
A03	100000001	100263045	85	134
A04	1	1000000	945	498
A04	800001	1800000	746	437
A04	1600001	2600000	1008	483
A04	2400001	3400000	1213	492
A04	3200001	4200000	969	433
A04	4000001	5000000	832	291
A04	4800001	5800000	1525	512
A04	5600001	6600000	1453	547
A04	6400001	7400000	1345	584
A04	7200001	8200000	1526	684
